GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SUM_TIME_PLAYED
Lineups,-1630551-1631103-1642259-1642267-1642364-,J. Champagnie - M. Branham - A. Sarr - B. Carrington - J. Watkins,1610612764,WAS,1,1,0,1,0.191667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2,1,1,206,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,1,117,155,62,575
Lineups,-203468-1630557-1641715-1642267-1642848-,C. McCollum - C. Kispert - C. Whitmore - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0,0.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,47,28,47,207,145,155,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,1,117,155,62,360
Lineups,-203114-1630551-1630557-1642259-1642273-,K. Middleton - J. Champagnie - C. Kispert - A. Sarr - K. George,1610612764,WAS,1,0,1,0,0.116667,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,59,47,28,47,208,145,185,145,86,148,86,89,40,89,88,142,149,126,1,22,65,1,1,58,155,62,350
Lineups,-203468-1630557-1642259-1642273-1642848-,C. McCollum - C. Kispert - A. Sarr - K. George - T. Johnson,1610612764,WAS,1,0,1,0,0.106667,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,59,47,28,47,209,109,155,1,86,148,86,89,97,89,88,142,149,126,1,68,65,1,1,117,135,34,320
Lineups,-1631103-1641774-1642273-1642358-1642860-,M. Branham - T. Vukcevic - K. George - A. Johnson - W. Riley,1610612764,WAS,1,0,1,0,0.066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59,47,28,47,210,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,81,117,155,62,200
Lineups,-203468-1630551-1641715-1642267-1642848-,C. McCollum - J. Champagnie - C. Whitmore - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0,0.051667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-1,59,47,28,47,211,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,150,117,155,107,155
Lineups,-1630551-1630557-1641731-1642259-1642273-,J. Champagnie - C. Kispert - B. Coulibaly - A. Sarr - K. George,1610612764,WAS,1,0,1,0,0.048333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,59,47,28,47,212,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,81,117,155,125,145
Lineups,-1630551-1630557-1641731-1642267-1642364-,J. Champagnie - C. Kispert - B. Coulibaly - B. Carrington - J. Watkins,1610612764,WAS,1,0,1,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,47,28,47,213,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,1,117,155,62,120
Lineups,-203114-1630551-1642259-1642267-1642273-,K. Middleton - J. Champagnie - A. Sarr - B. Carrington - K. George,1610612764,WAS,1,0,1,0,0.031667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,59,47,28,47,214,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,1,117,155,150,95
Lineups,-1628963-1641715-1642259-1642267-1642273-,M. Bagley III - C. Whitmore - A. Sarr - B. Carrington - K. George,1610612764,WAS,1,0,1,0,0.016667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,47,28,47,215,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,1,117,155,62,50
Lineups,-1628963-1630551-1641731-1642273-1642848-,M. Bagley III - J. Champagnie - B. Coulibaly - K. George - T. Johnson,1610612764,WAS,1,0,1,0,0.016667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,47,28,47,215,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,1,117,155,62,50
Lineups,-203114-1630557-1642267-1642273-1642848-,K. Middleton - C. Kispert - B. Carrington - K. George - T. Johnson,1610612764,WAS,1,0,1,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,47,28,47,217,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,1,117,155,62,45
Lineups,-203114-1630551-1630557-1642259-1642364-,K. Middleton - J. Champagnie - C. Kispert - A. Sarr - J. Watkins,1610612764,WAS,1,1,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2,1,1,218,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,1,117,155,62,30
Lineups,-1628963-1641731-1642259-1642273-1642848-,M. Bagley III - B. Coulibaly - A. Sarr - K. George - T. Johnson,1610612764,WAS,1,0,1,0,0.006667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,47,28,47,219,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,1,117,155,62,20
Lineups,-1630551-1631103-1641774-1642364-1642860-,J. Champagnie - M. Branham - T. Vukcevic - J. Watkins - W. Riley,1610612764,WAS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,47,28,47,220,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,1,117,155,62,0
Lineups,-203114-1641715-1641731-1642267-1642273-,K. Middleton - C. Whitmore - B. Coulibaly - B. Carrington - K. George,1610612764,WAS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,47,28,47,220,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,1,117,155,62,0
